,company_name,type,benefit,sum_benefit,job_count,min_salary,med_salary,max_salary
152,"Fairview Search Group, LLC",Disability insurance,1,11,1,8125.0,8125.0,8125.0
153,"Fairview Search Group, LLC",Dental insurance,1,11,1,8125.0,8125.0,8125.0
154,"Fairview Search Group, LLC",401(k),1,11,1,8125.0,8125.0,8125.0
155,"Fairview Search Group, LLC",Vision insurance,1,11,1,8125.0,8125.0,8125.0
156,"Fairview Search Group, LLC",Student loan assistance,1,11,1,8125.0,8125.0,8125.0
157,"Fairview Search Group, LLC",Paid maternity leave,1,11,1,8125.0,8125.0,8125.0
158,"Fairview Search Group, LLC",Tuition assistance,1,11,1,8125.0,8125.0,8125.0
159,"Fairview Search Group, LLC",Child care support,1,11,1,8125.0,8125.0,8125.0
160,"Fairview Search Group, LLC",Medical insurance,1,11,1,8125.0,8125.0,8125.0
161,"Fairview Search Group, LLC",Pension plan,1,11,1,8125.0,8125.0,8125.0
162,"Fairview Search Group, LLC",Commuter benefits,1,11,1,8125.0,8125.0,8125.0
163,Virginia State Corporation Commission,Dental insurance,1,10,1,7041.0,7041.0,7041.0
164,Virginia State Corporation Commission,Disability insurance,1,10,1,7041.0,7041.0,7041.0
165,Virginia State Corporation Commission,Medical insurance,1,10,1,7041.0,7041.0,7041.0
166,Virginia State Corporation Commission,Vision insurance,1,10,1,7041.0,7041.0,7041.0
167,Virginia State Corporation Commission,Paid maternity leave,1,10,1,7041.0,7041.0,7041.0
168,Virginia State Corporation Commission,Tuition assistance,1,10,1,7041.0,7041.0,7041.0
169,Virginia State Corporation Commission,401(k),1,10,1,7041.0,7041.0,7041.0
170,Virginia State Corporation Commission,Paid paternity leave,1,10,1,7041.0,7041.0,7041.0
171,Virginia State Corporation Commission,Pension plan,1,10,1,7041.0,7041.0,7041.0
172,Virginia State Corporation Commission,Student loan assistance,1,10,1,7041.0,7041.0,7041.0
173,The Hartford,Dental insurance,1,10,1,11658.0,11658.0,11658.0
174,The Hartford,Commuter benefits,1,10,1,11658.0,11658.0,11658.0
175,The Hartford,Disability insurance,1,10,1,11658.0,11658.0,11658.0
176,The Hartford,Paid maternity leave,1,10,1,11658.0,11658.0,11658.0
177,The Hartford,Paid paternity leave,1,10,1,11658.0,11658.0,11658.0
178,The Hartford,401(k),1,10,1,11658.0,11658.0,11658.0
179,The Hartford,Vision insurance,1,10,1,11658.0,11658.0,11658.0
180,The Hartford,Medical insurance,1,10,1,11658.0,11658.0,11658.0
181,The Hartford,Student loan assistance,1,10,1,11658.0,11658.0,11658.0
182,The Hartford,Tuition assistance,1,10,1,11658.0,11658.0,11658.0
183,Oregon State Bar,Paid maternity leave,1,10,1,11435.0,11435.0,11435.0
184,Oregon State Bar,401(k),1,10,1,11435.0,11435.0,11435.0
185,Oregon State Bar,Vision insurance,1,10,1,11435.0,11435.0,11435.0
186,Oregon State Bar,Medical insurance,1,10,1,11435.0,11435.0,11435.0
187,Oregon State Bar,Student loan assistance,1,10,1,11435.0,11435.0,11435.0
188,Oregon State Bar,Paid paternity leave,1,10,1,11435.0,11435.0,11435.0
189,Oregon State Bar,Disability insurance,1,10,1,11435.0,11435.0,11435.0
190,Oregon State Bar,Tuition assistance,1,10,1,11435.0,11435.0,11435.0
191,Oregon State Bar,Dental insurance,1,10,1,11435.0,11435.0,11435.0
192,Oregon State Bar,Pension plan,1,10,1,11435.0,11435.0,11435.0
193,University of Southern California,Dental insurance,1,10,1,11809.0,11809.0,11809.0
194,University of Southern California,Medical insurance,1,10,1,11809.0,11809.0,11809.0
195,University of Southern California,Paid paternity leave,1,10,1,11809.0,11809.0,11809.0
196,University of Southern California,Vision insurance,1,10,1,11809.0,11809.0,11809.0
197,University of Southern California,Disability insurance,1,10,1,11809.0,11809.0,11809.0
198,University of Southern California,Child care support,1,10,1,11809.0,11809.0,11809.0
199,University of Southern California,Tuition assistance,1,10,1,11809.0,11809.0,11809.0
200,University of Southern California,401(k),1,10,1,11809.0,11809.0,11809.0
201,University of Southern California,Paid maternity leave,1,10,1,11809.0,11809.0,11809.0
202,University of Southern California,Commuter benefits,1,10,1,11809.0,11809.0,11809.0
203,Initiative,401(k),1,10,1,6041.0,6041.0,6041.0
204,Initiative,Commuter benefits,1,10,1,6041.0,6041.0,6041.0
205,Initiative,Vision insurance,1,10,1,6041.0,6041.0,6041.0
206,Initiative,Paid paternity leave,1,10,1,6041.0,6041.0,6041.0
207,Initiative,Student loan assistance,1,10,1,6041.0,6041.0,6041.0
208,Initiative,Child care support,1,10,1,6041.0,6041.0,6041.0
209,Initiative,Medical insurance,1,10,1,6041.0,6041.0,6041.0
210,Initiative,Dental insurance,1,10,1,6041.0,6041.0,6041.0
211,Initiative,Disability insurance,1,10,1,6041.0,6041.0,6041.0
212,Initiative,Paid maternity leave,1,10,1,6041.0,6041.0,6041.0
213,MTU Aero Engines North America,Paid paternity leave,1,10,2,,,
214,MTU Aero Engines North America,Medical insurance,1,10,2,,,
215,MTU Aero Engines North America,Tuition assistance,1,10,2,,,
216,MTU Aero Engines North America,Dental insurance,1,10,2,,,
217,MTU Aero Engines North America,Disability insurance,1,10,2,,,
218,MTU Aero Engines North America,Student loan assistance,1,10,2,,,
219,MTU Aero Engines North America,Vision insurance,1,10,2,,,
220,MTU Aero Engines North America,Paid maternity leave,1,10,2,,,
221,MTU Aero Engines North America,401(k),1,10,2,,,
222,MTU Aero Engines North America,Child care support,1,10,2,,,
223,Universal Studios Hollywood,Vision insurance,1,10,1,8125.0,8125.0,8125.0
224,Universal Studios Hollywood,Medical insurance,1,10,1,8125.0,8125.0,8125.0
225,Universal Studios Hollywood,Child care support,1,10,1,8125.0,8125.0,8125.0
226,Universal Studios Hollywood,Tuition assistance,1,10,1,8125.0,8125.0,8125.0
227,Universal Studios Hollywood,Paid paternity leave,1,10,1,8125.0,8125.0,8125.0
228,Universal Studios Hollywood,Dental insurance,1,10,1,8125.0,8125.0,8125.0
229,Universal Studios Hollywood,Commuter benefits,1,10,1,8125.0,8125.0,8125.0
230,Universal Studios Hollywood,401(k),1,10,1,8125.0,8125.0,8125.0
231,Universal Studios Hollywood,Paid maternity leave,1,10,1,8125.0,8125.0,8125.0
232,Universal Studios Hollywood,Disability insurance,1,10,1,8125.0,8125.0,8125.0
233,Saint-Gobain Abrasives,Medical insurance,1,10,1,,,
234,Saint-Gobain Abrasives,Tuition assistance,1,10,1,,,
235,Saint-Gobain Abrasives,Disability insurance,1,10,1,,,
236,Saint-Gobain Abrasives,Pension plan,1,10,1,,,
237,Saint-Gobain Abrasives,Vision insurance,1,10,1,,,
238,Saint-Gobain Abrasives,Paid maternity leave,1,10,1,,,
239,Saint-Gobain Abrasives,Dental insurance,1,10,1,,,
240,Saint-Gobain Abrasives,401(k),1,10,1,,,
241,Saint-Gobain Abrasives,Commuter benefits,1,10,1,,,
242,Saint-Gobain Abrasives,Paid paternity leave,1,10,1,,,
243,Equitable Advisors,Tuition assistance,1,10,2,,,
244,Equitable Advisors,Vision insurance,1,10,2,,,
245,Equitable Advisors,Child care support,1,10,2,,,
246,Equitable Advisors,Medical insurance,1,10,2,,,
247,Equitable Advisors,Dental insurance,1,10,2,,,
248,Equitable Advisors,Paid paternity leave,1,10,2,,,
249,Equitable Advisors,Paid maternity leave,1,10,2,,,
250,Equitable Advisors,Commuter benefits,1,10,2,,,
251,Equitable Advisors,401(k),1,10,2,,,
252,Equitable Advisors,Disability insurance,1,10,2,,,
253,University of Miami,401(k),1,10,1,,,
254,University of Miami,Student loan assistance,1,10,1,,,
255,University of Miami,Dental insurance,1,10,1,,,
256,University of Miami,Paid maternity leave,1,10,1,,,
257,University of Miami,Vision insurance,1,10,1,,,
258,University of Miami,Tuition assistance,1,10,1,,,
259,University of Miami,Medical insurance,1,10,1,,,
260,University of Miami,Child care support,1,10,1,,,
261,University of Miami,Disability insurance,1,10,1,,,
262,University of Miami,Paid paternity leave,1,10,1,,,
263,MIT Alumni Association,Disability insurance,1,10,1,,,
264,MIT Alumni Association,Paid maternity leave,1,10,1,,,
265,MIT Alumni Association,401(k),1,10,1,,,
266,MIT Alumni Association,Pension plan,1,10,1,,,
267,MIT Alumni Association,Paid paternity leave,1,10,1,,,
268,MIT Alumni Association,Commuter benefits,1,10,1,,,
269,MIT Alumni Association,Dental insurance,1,10,1,,,
270,MIT Alumni Association,Medical insurance,1,10,1,,,
271,MIT Alumni Association,Tuition assistance,1,10,1,,,
272,MIT Alumni Association,Vision insurance,1,10,1,,,
273,MIT Office of Resource Development,Vision insurance,1,10,1,,,
274,MIT Office of Resource Development,401(k),1,10,1,,,
275,MIT Office of Resource Development,Medical insurance,1,10,1,,,
276,MIT Office of Resource Development,Disability insurance,1,10,1,,,
277,MIT Office of Resource Development,Tuition assistance,1,10,1,,,
278,MIT Office of Resource Development,Pension plan,1,10,1,,,
279,MIT Office of Resource Development,Paid paternity leave,1,10,1,,,
280,MIT Office of Resource Development,Dental insurance,1,10,1,,,
281,MIT Office of Resource Development,Commuter benefits,1,10,1,,,
282,MIT Office of Resource Development,Paid maternity leave,1,10,1,,,
283,Providence,Vision insurance,1,10,6,4000.0,4640.0,9280.0
284,Providence,Paid paternity leave,1,10,6,4000.0,4640.0,9280.0
285,Providence,Commuter benefits,1,10,6,4000.0,4640.0,9280.0
286,Providence,Dental insurance,1,10,6,4000.0,4640.0,9280.0
287,Providence,Disability insurance,1,10,6,4000.0,4640.0,9280.0
288,Providence,Child care support,1,10,6,4000.0,4640.0,9280.0
289,Providence,401(k),1,10,6,4000.0,4640.0,9280.0
290,Providence,Medical insurance,1,10,6,4000.0,4640.0,9280.0
291,Providence,Tuition assistance,1,10,6,4000.0,4640.0,9280.0
292,Providence,Paid maternity leave,1,10,6,4000.0,4640.0,9280.0
293,Specialty Restaurants,Child care support,1,10,1,8333.0,8333.0,8333.0
294,Specialty Restaurants,Paid paternity leave,1,10,1,8333.0,8333.0,8333.0
295,Specialty Restaurants,Vision insurance,1,10,1,8333.0,8333.0,8333.0
296,Specialty Restaurants,Paid maternity leave,1,10,1,8333.0,8333.0,8333.0
297,Specialty Restaurants,Tuition assistance,1,10,1,8333.0,8333.0,8333.0
298,Specialty Restaurants,Dental insurance,1,10,1,8333.0,8333.0,8333.0
299,Specialty Restaurants,Disability insurance,1,10,1,8333.0,8333.0,8333.0
300,Specialty Restaurants,Medical insurance,1,10,1,8333.0,8333.0,8333.0
301,Specialty Restaurants,Student loan assistance,1,10,1,8333.0,8333.0,8333.0
302,Specialty Restaurants,401(k),1,10,1,8333.0,8333.0,8333.0
303,Wealthstream Advisors Inc.,Commuter benefits,1,10,1,6250.0,6250.0,6250.0
304,Wealthstream Advisors Inc.,Dental insurance,1,10,1,6250.0,6250.0,6250.0
305,Wealthstream Advisors Inc.,Medical insurance,1,10,1,6250.0,6250.0,6250.0
306,Wealthstream Advisors Inc.,Tuition assistance,1,10,1,6250.0,6250.0,6250.0
307,Wealthstream Advisors Inc.,Student loan assistance,1,10,1,6250.0,6250.0,6250.0
308,Wealthstream Advisors Inc.,Disability insurance,1,10,1,6250.0,6250.0,6250.0
309,Wealthstream Advisors Inc.,Vision insurance,1,10,1,6250.0,6250.0,6250.0
310,Wealthstream Advisors Inc.,Paid maternity leave,1,10,1,6250.0,6250.0,6250.0
311,Wealthstream Advisors Inc.,Paid paternity leave,1,10,1,6250.0,6250.0,6250.0
312,Wealthstream Advisors Inc.,401(k),1,10,1,6250.0,6250.0,6250.0
313,KOLOGIK,Tuition assistance,1,9,1,,,
314,KOLOGIK,Student loan assistance,1,9,1,,,
315,KOLOGIK,Paid paternity leave,1,9,1,,,
316,KOLOGIK,401(k),1,9,1,,,
317,KOLOGIK,Disability insurance,1,9,1,,,
318,KOLOGIK,Vision insurance,1,9,1,,,
319,KOLOGIK,Dental insurance,1,9,1,,,
320,KOLOGIK,Medical insurance,1,9,1,,,
321,KOLOGIK,Paid maternity leave,1,9,1,,,
322,"i360technologies, Inc. (i360)",Disability insurance,1,9,1,,,
323,"i360technologies, Inc. (i360)",Vision insurance,1,9,1,,,
324,"i360technologies, Inc. (i360)",Paid maternity leave,1,9,1,,,
325,"i360technologies, Inc. (i360)",Paid paternity leave,1,9,1,,,
326,"i360technologies, Inc. (i360)",Dental insurance,1,9,1,,,
327,"i360technologies, Inc. (i360)",Tuition assistance,1,9,1,,,
328,"i360technologies, Inc. (i360)",Pension plan,1,9,1,,,
329,"i360technologies, Inc. (i360)",Medical insurance,1,9,1,,,
330,"i360technologies, Inc. (i360)",401(k),1,9,1,,,
331,Confidential,Disability insurance,1,9,19,10.0,7916.0,15000.0
332,Confidential,Dental insurance,1,9,19,10.0,7916.0,15000.0
333,Confidential,Vision insurance,1,9,19,10.0,7916.0,15000.0
334,Confidential,Pension plan,1,9,19,10.0,7916.0,15000.0
335,Confidential,Paid maternity leave,1,9,19,10.0,7916.0,15000.0
336,Confidential,Paid paternity leave,1,9,19,10.0,7916.0,15000.0
337,Confidential,Tuition assistance,1,9,19,10.0,7916.0,15000.0
338,Confidential,401(k),1,9,19,10.0,7916.0,15000.0
339,Confidential,Medical insurance,1,9,19,10.0,7916.0,15000.0
340,The School District of Philadelphia,Medical insurance,1,9,2,6227.0,6227.0,6227.0
341,The School District of Philadelphia,Commuter benefits,1,9,2,6227.0,6227.0,6227.0
342,The School District of Philadelphia,Pension plan,1,9,2,6227.0,6227.0,6227.0
343,The School District of Philadelphia,401(k),1,9,2,6227.0,6227.0,6227.0
344,The School District of Philadelphia,Vision insurance,1,9,2,6227.0,6227.0,6227.0
345,The School District of Philadelphia,Paid maternity leave,1,9,2,6227.0,6227.0,6227.0
346,The School District of Philadelphia,Dental insurance,1,9,2,6227.0,6227.0,6227.0
347,The School District of Philadelphia,Tuition assistance,1,9,2,6227.0,6227.0,6227.0
348,The School District of Philadelphia,Child care support,1,9,2,6227.0,6227.0,6227.0
349,Green Bay Police Department,Paid paternity leave,1,9,1,5440.0,5440.0,5440.0
350,Green Bay Police Department,Pension plan,1,9,1,5440.0,5440.0,5440.0
351,Green Bay Police Department,Paid maternity leave,1,9,1,5440.0,5440.0,5440.0
352,Green Bay Police Department,Dental insurance,1,9,1,5440.0,5440.0,5440.0
353,Green Bay Police Department,Tuition assistance,1,9,1,5440.0,5440.0,5440.0
354,Green Bay Police Department,401(k),1,9,1,5440.0,5440.0,5440.0
355,Green Bay Police Department,Vision insurance,1,9,1,5440.0,5440.0,5440.0
356,Green Bay Police Department,Disability insurance,1,9,1,5440.0,5440.0,5440.0
357,Green Bay Police Department,Medical insurance,1,9,1,5440.0,5440.0,5440.0
358,Aurrera Health Group,Student loan assistance,1,9,1,7500.0,7500.0,7500.0
359,Aurrera Health Group,Medical insurance,1,9,1,7500.0,7500.0,7500.0
360,Aurrera Health Group,Vision insurance,1,9,1,7500.0,7500.0,7500.0
361,Aurrera Health Group,Dental insurance,1,9,1,7500.0,7500.0,7500.0
362,Aurrera Health Group,Tuition assistance,1,9,1,7500.0,7500.0,7500.0
363,Aurrera Health Group,Paid paternity leave,1,9,1,7500.0,7500.0,7500.0
364,Aurrera Health Group,Paid maternity leave,1,9,1,7500.0,7500.0,7500.0
365,Aurrera Health Group,Disability insurance,1,9,1,7500.0,7500.0,7500.0
366,Aurrera Health Group,401(k),1,9,1,7500.0,7500.0,7500.0
367,UC San Diego Health,Disability insurance,1,9,1,9166.0,9166.0,9166.0
368,UC San Diego Health,Vision insurance,1,9,1,9166.0,9166.0,9166.0
369,UC San Diego Health,Medical insurance,1,9,1,9166.0,9166.0,9166.0
370,UC San Diego Health,Paid maternity leave,1,9,1,9166.0,9166.0,9166.0
371,UC San Diego Health,Commuter benefits,1,9,1,9166.0,9166.0,9166.0
372,UC San Diego Health,401(k),1,9,1,9166.0,9166.0,9166.0
373,UC San Diego Health,Dental insurance,1,9,1,9166.0,9166.0,9166.0
374,UC San Diego Health,Paid paternity leave,1,9,1,9166.0,9166.0,9166.0
375,UC San Diego Health,Pension plan,1,9,1,9166.0,9166.0,9166.0
376,University of Washington,Vision insurance,1,9,1,6277.0,6277.0,6277.0
377,University of North Carolina System,Paid paternity leave,1,9,1,,,
378,MTA Maryland,Medical insurance,1,9,2,,,
379,University of Washington,Commuter benefits,1,9,1,6277.0,6277.0,6277.0
380,MTA Maryland,Tuition assistance,1,9,2,,,
381,University of North Carolina System,Disability insurance,1,9,1,,,
382,MTA Maryland,Paid maternity leave,1,9,2,,,
383,University of Washington,Paid paternity leave,1,9,1,6277.0,6277.0,6277.0
384,MTA Maryland,Vision insurance,1,9,2,,,
385,University of North Carolina System,Pension plan,1,9,1,,,
386,MTA Maryland,Student loan assistance,1,9,2,,,
387,MTA Maryland,Pension plan,1,9,2,,,
388,University of Washington,Disability insurance,1,9,1,6277.0,6277.0,6277.0
389,University of Washington,Paid maternity leave,1,9,1,6277.0,6277.0,6277.0
390,MTA Maryland,Dental insurance,1,9,2,,,
391,University of Washington,Pension plan,1,9,1,6277.0,6277.0,6277.0
392,University of North Carolina System,Tuition assistance,1,9,1,,,
393,MTA Maryland,Commuter benefits,1,9,2,,,
394,University of North Carolina System,Medical insurance,1,9,1,,,
395,MTA Maryland,Paid paternity leave,1,9,2,,,
