,company_name,title,salary,applies,job_count,min_salary,med_salary,max_salary
160,Storm2,Lead DevOps Engineer ,18750,,2,14583,14583,18750
161,ZEISS Group,General Manager- Head of Consumer Products,18750,8.0,4,8170,10845,18750
162,Theoria Medical,Medical Director/Attending Physician,18750,,2,10833,10833,18750
163,Glocomms,Senior Sales Engineer | Cloud Vulnerability Management,18750,42.0,3,9583,10416,18750
164,LHH,"Business Analysis Specialist, A Global Brokerage Platform",18750,,41,3,7250,18750
165,Strategic Employment Partners (SEP),CPU Architect,18750,1.0,2,5833,5833,18750
166,SiriusXM,Senior Principal Technical Program Manager - Platform Engineering,18708,4.0,3,18708,18708,18708
167,SiriusXM,Senior Principal Technical Program Manager - Platform Engineering,18708,3.0,3,18708,18708,18708
168,SiriusXM,Senior Principal Technical Program Manager - Platform Engineering,18708,1.0,3,18708,18708,18708
169,Cisco,"Sr. Manager, Head of PMO",18687,112.0,17,10800,18079,27420
170,AnaptysBio,"Senior/Executive Director, Medical Affairs",18666,11.0,1,18666,18666,18666
171,Nextdoor,Machine Learning Engineer - Notifications,18666,172.0,2,15833,15833,18666
172,One Medical,Primary Care Physician,18625,,25,2880,3840,18625
173,BillionToOne,"Senior Software Engineer, Oncology",18541,17.0,1,18541,18541,18541
174,Fellow,Vice President of Sales,18541,65.0,1,18541,18541,18541
175,Autodesk,"Director, Threat & Response",18541,,3,9558,15738,18541
176,LHH,Corporate Lawyer,18541,2.0,41,3,7250,18750
177,American Museum of Natural History,Assistant General Counsel,18541,38.0,5,3791,4937,18541
178,Ultimate Staffing,Aerospace VP of Sales and Marketing,18541,35.0,10,3040,4250,18541
179,SAP,Sales Development Specialist,18454,4.0,5,9125,20195,23966
180,RSM US LLP,"Senior Manager, International Tax, GIR - Washington National Tax",18425,,22,4504,5280,18425
181,Noom,Lead Data Scientist,18416,318.0,7,10875,18750,24000
182,CenterWell Senior Primary Care,"Physician - CenterWell - Las Vegas, NV",18384,,1,18384,18384,18384
183,Perkins Coie LLP,Senior Client Relationship Manager,18362,,6,18362,18362,18362
184,Perkins Coie LLP,Senior Client Relationship Manager,18362,,6,18362,18362,18362
185,Perkins Coie LLP,Senior Client Relationship Manager,18362,,6,18362,18362,18362
186,Perkins Coie LLP,Senior Client Relationship Manager,18362,,6,18362,18362,18362
187,Perkins Coie LLP,Senior Client Relationship Manager,18362,1.0,6,18362,18362,18362
188,Perkins Coie LLP,Senior Client Relationship Manager,18362,4.0,6,18362,18362,18362
189,Stackline,Director of Finance,18333,28.0,1,18333,18333,18333
190,Cisco,Services Specialist Premium,18170,,17,10800,18079,27420
191,PlayStation,"Senior Manager, Global Brand Marketing",18166,35.0,3,13841,17691,18166
192,Rubrik,"Senior Manager, Technical Marketing",18083,16.0,1,18083,18083,18083
193,Cisco,Systems Architect - US Federal DoD Army,18079,,17,10800,18079,27420
194,EXL,Client Partner - Banking Financial Services ,17916,70.0,1,17916,17916,17916
195,MediaTek,Senior Staff/Principal Automotive Functional Safety Architect,17916,,3,17916,17916,17916
196,MediaTek,(Automotive) Hardware Platform Security and Chip Architect,17916,,3,17916,17916,17916
197,MediaTek,Senior Staff/Principal IC Design Expert / Architect / Engineer,17916,,3,17916,17916,17916
198,"PMCS Group, Inc.",Senior Project Manager - Construction,17916,26.0,1,17916,17916,17916
199,Source Coders,Sr. Python Engineer / Tech Lead,17916,143.0,1,17916,17916,17916
200,Tenable,"Principal Software Engineer (DB tuning, DB schema, Java)",17888,3.0,2,5600,5600,17888
201,Gilead Sciences,"Associate Director, Global Decision Sciences & Insights-Integrated Insights HIV Pipeline",17769,1.0,3,17769,20531,25504
202,OneTrust,"Director, Global Strategic Alliances",17762,86.0,4,17478,17478,17762
203,TikTok,Privacy Counsel,17746,3.0,7,7968,12712,17746
204,Motive Workforce,Director of Solar Engineering,17708,23.0,1,17708,17708,17708
205,Property Management Associates,Vice President Finance,17708,9.0,1,17708,17708,17708
206,Consultative Search Group,Chief Financial Officer,17708,33.0,2,14583,14583,17708
207,LHH,Lifestyle Trust & Estate Associate Position - 1600 Hours,17708,3.0,41,3,7250,18750
208,Eastridge Workforce Solutions,Controller,17708,29.0,6,916,5600,17708
209,PlayStation,Director Player Engagement,17691,32.0,3,13841,17691,18166
210,One Medical,Family Medicine Physician,17625,,25,2880,3840,18625
211,One Medical,Primary Care Physician,17625,,25,2880,3840,18625
212,Adobe,Machine Learning Engineer 5,17616,5.0,3,9445,17616,17616
213,Adobe,Machine Learning Engineer 5,17616,8.0,3,9445,17616,17616
214,Saicon,Remote - ECM Managing Applications Consultant,17600,1.0,2,9120,9120,17600
215,Insight Global,Anaplan Solutions Architect,17600,10.0,83,1,7041,17600
216,Planet Pharma,Sr. Clinical Project Manager,17600,92.0,8,3680,5120,19791
217,GoNo Food Finder,Member of the Board of Advisors,17500,,1,17500,17500,17500
218,Skedulo,Senior Global Financial Controller ,17500,,1,17500,17500,17500
219,Cadence Design Systems,Sr Principal Silicon Validation Engineer,17500,,2,12916,12916,17500
220,LHH,Attorney  - Litigation,17500,1.0,41,3,7250,18750
221,Snowflake,"Global Alliance Director, Salesforce",17487,12.0,14,14654,15354,17487
222,Snowflake,"Global Alliance Director, Salesforce",17487,41.0,14,14654,15354,17487
223,Snowflake,"Global Alliance Director, Salesforce",17487,17.0,14,14654,15354,17487
224,Snowflake,"Global Alliance Director, Salesforce",17487,14.0,14,14654,15354,17487
225,Snowflake,"Global Alliance Director, Salesforce",17487,26.0,14,14654,15354,17487
226,Snowflake,"Global Alliance Director, Salesforce",17487,81.0,14,14654,15354,17487
227,OneTrust,"Director, Talent Planning & Performance (Remote)",17478,110.0,4,17478,17478,17762
228,OneTrust,"Director, Talent Planning & Performance (Remote)",17478,84.0,4,17478,17478,17762
229,OneTrust,"Director, Talent Planning & Performance (Remote)",17478,131.0,4,17478,17478,17762
230,One Medical,Family Medicine Physician,17416,,25,2880,3840,18625
231,Google,"Product Analyst Manager II, Data Science",17333,11.0,93,7000,15250,22416
232,Google,"Product Analyst Manager II, Data Science",17333,23.0,93,7000,15250,22416
233,Google,"Product Analyst Manager II, Data Science",17333,11.0,93,7000,15250,22416
234,Google,"Product Analyst Manager II, Data Science",17333,12.0,93,7000,15250,22416
235,Google,"Senior Product Manager, Project Starline",17333,19.0,93,7000,15250,22416
236,Allen Institute for AI (AI2),Research Scientist,17298,1.0,2,9720,9720,17298
237,lululemon,Senior Retail Director (California),17266,82.0,13,3040,3520,17266
238,FICO,Sr. Principal Engineer – Transactional Analytics /C++ (Remote),17250,13.0,2,15000,15000,17250
239,Meta,"Software Engineer, Machine Learning - Reality Labs",17249,7.0,5,11083,13125,17249
240,Meta,"Software Engineer, Machine Learning - Reality Labs",17249,12.0,5,11083,13125,17249
241,ADP,Principal System Reliability Manager,17127,,12,7066,8845,17127
242,Evercore,Experienced Associate - Private Capital Markets,17083,43.0,1,17083,17083,17083
243,Millennium,Quantitative Researcher,17083,55.0,1,17083,17083,17083
244,Foster McKay,Director of Internal Tax,17083,2.0,2,8958,8958,17083
245,Principal Financial Group,"AVP-Internal Audit, Global Asset Management",17083,4.0,3,3360,3360,17083
246,Amazon,"Sr. Manager, Community Product Management , Amazon Global Communities",16979,10.0,56,2720,11404,24479
247,Faegre Drinker,Junior Eminent Domain Associate,16875,9.0,4,16875,16875,16875
248,Faegre Drinker,Junior Eminent Domain Associate,16875,3.0,4,16875,16875,16875
249,Faegre Drinker,Junior Eminent Domain Associate,16875,1.0,4,16875,16875,16875
250,Faegre Drinker,Junior Eminent Domain Associate,16875,,4,16875,16875,16875
251,Source One Hospitality,Vice President of Food & Beverage- Fine Dining,16875,40.0,1,16875,16875,16875
252,"LanceSoft, Inc.",'Niche - Medicaid Proposal Writer': Fully Remote (Work From Home),16800,,9,3200,4320,16800
253,Zwift,Staff Product Manager - Competition,16791,1.0,1,16791,16791,16791
254,Amazon Web Services (AWS),"Principal, AWS Strategy and Business Development",16783,8.0,12,11562,14600,19520
255,Amazon Web Services (AWS),AWS Supply Chain BD,16783,2.0,12,11562,14600,19520
256,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
257,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
258,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
259,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
260,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
261,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
262,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
263,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
264,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
265,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
266,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
267,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
268,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
269,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
270,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
271,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
272,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
273,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
274,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
275,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
276,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
277,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
278,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
279,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
280,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
281,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
282,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
283,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
284,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
285,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
286,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
287,City Lifestyle,Sales Director [Owner/Operator],16765,3.0,57,16765,16765,16765
288,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
289,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
290,City Lifestyle,Sales Director [Owner/Operator],16765,2.0,57,16765,16765,16765
291,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
292,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
293,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
294,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
295,City Lifestyle,Sales Director [Owner/Operator],16765,2.0,57,16765,16765,16765
296,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
297,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
298,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
299,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
300,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
301,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
302,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
303,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
304,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
305,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
306,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
307,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
308,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
309,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
310,City Lifestyle,Sales Director [Owner/Operator],16765,2.0,57,16765,16765,16765
311,City Lifestyle,Sales Director [Owner/Operator],16765,1.0,57,16765,16765,16765
312,City Lifestyle,Sales Director [Owner/Operator],16765,,57,16765,16765,16765
313,Amazon,"Senior Manager, Business Intelligence, Amazon Exports",16745,43.0,56,2720,11404,24479
314,"IMA Financial Group, Inc.",Real Estate National Team Lead,16708,1.0,5,5083,5083,16708
315,Cisco,Growth Sales Architect - US Public Sector - San Antonio (1408269),16691,2.0,17,10800,18079,27420
316,Cisco,Growth Sales Architect - US Public Sector - Dallas (1408266),16691,4.0,17,10800,18079,27420
317,Cisco,Growth Sales Architect - Madison/Milwaukee,16691,,17,10800,18079,27420
318,Cisco,Growth Sales Architect - Dallas,16691,,17,10800,18079,27420
319,1Community,Business Executive,16666,11.0,1,16666,16666,16666
320,ATARID Specialist Recruiters to the Property & Asset Management Industry,Director of Property Management,16666,70.0,1,16666,16666,16666
321,Affinius Capital,Credit and Asset Management Vice President,16666,90.0,1,16666,16666,16666
322,AptAmigo,Market Lead - Denver,16666,5.0,1,16666,16666,16666
323,Crossover ,"AI Developer, Trilogy (Remote) - $200,000/year USD",16666,27.0,23,2400,16666,66666
324,Crossover ,"AI Super Engineer, Trilogy (Remote) - $200,000/year USD",16666,4.0,23,2400,16666,66666
