,title,state,count,salary,applies,views,ratio_count_appl,ratio_views_appl,sum_count,avg_salary,avg_applies,avg_views,avg_ratio_count_appl,avg_ratio_views_appl
55,"Fall Undergraduate Intern, Insights",,1,3200.0,171.0,720.0,0.005847953216374269,4.2105263157894735,1,3200.0,171.0,720.0,0.005847953216374269,4.2105263157894735
56,"Director, Marketing Strategy - Remote",,1,15542.0,126.0,716.0,0.007936507936507936,5.682539682539683,1,15542.0,126.0,716.0,0.007936507936507936,5.682539682539683
57,Assistant Front Office Manager,NY,1,6041.0,290.0,714.0,0.0034482758620689655,2.462068965517241,1,6041.0,290.0,714.0,0.0034482758620689655,2.462068965517241
58,Market Research or Senior Market Research Manager,,1,8046.0,83.0,710.0,0.012048192771084338,8.55421686746988,1,8046.0,83.0,710.0,0.012048192771084338,8.55421686746988
59,Remote Senior Legal Counsel 2,,1,12324.0,55.0,708.0,0.01818181818181818,12.872727272727273,1,12324.0,55.0,708.0,0.01818181818181818,12.872727272727273
60,Marketing Specialist-Food,,1,5500.0,126.0,705.0,0.007936507936507936,5.595238095238095,1,5500.0,126.0,705.0,0.007936507936507936,5.595238095238095
61,Customer Success Manager,WA,1,6240.0,86.0,226.0,0.011627906976744186,2.627906976744186,6,6597.333333333333,175.58333333333334,703.6666666666666,0.17358157203118443,9.276158925771329
62,Customer Success Manager,OR,1,6250.0,2.0,42.0,0.5,21.0,6,6597.333333333333,175.58333333333334,703.6666666666666,0.17358157203118443,9.276158925771329
63,Customer Success Manager,,4,7302.0,438.75,1843.0,0.009116809116809116,4.2005698005698004,6,6597.333333333333,175.58333333333334,703.6666666666666,0.17358157203118443,9.276158925771329
64,"Sr. Manager, Head of PMO",CA,1,18687.0,112.0,703.0,0.008928571428571428,6.276785714285714,1,18687.0,112.0,703.0,0.008928571428571428,6.276785714285714
65,Artist Marketing Manager,CA,2,6375.0,124.5,688.5,0.01606425702811245,5.530120481927711,2,6375.0,124.5,688.5,0.01606425702811245,5.530120481927711
66,"Financial Manager, School Operations and Reporting (Remote)",CA,1,13958.0,67.0,685.0,0.014925373134328358,10.223880597014926,1,13958.0,67.0,685.0,0.014925373134328358,10.223880597014926
67,Software Engineer I - Remote,TX,1,9191.0,193.0,678.0,0.0051813471502590676,3.5129533678756477,1,9191.0,193.0,678.0,0.0051813471502590676,3.5129533678756477
68,Trade Sales Business Development Manager,,1,7500.0,159.0,666.0,0.006289308176100629,4.188679245283019,1,7500.0,159.0,666.0,0.006289308176100629,4.188679245283019
69,Customer Service Specialist,,1,2720.0,251.0,665.0,0.00398406374501992,2.649402390438247,1,2720.0,251.0,665.0,0.00398406374501992,2.649402390438247
70,Bankruptcy Attorney,,1,11273.0,105.0,656.0,0.009523809523809525,6.247619047619048,1,11273.0,105.0,656.0,0.009523809523809525,6.247619047619048
71,"Front End Engineer | AUI, AmazonUI",CA,1,14108.0,169.0,655.0,0.005917159763313609,3.8757396449704142,1,14108.0,169.0,655.0,0.005917159763313609,3.8757396449704142
72,Referral Clerk,,1,2400.0,133.0,650.0,0.007518796992481203,4.887218045112782,1,2400.0,133.0,650.0,0.007518796992481203,4.887218045112782
73,INBOUND LOGISTICS ASSOCIATE,NY,1,3040.0,196.0,648.0,0.00510204081632653,3.306122448979592,1,3040.0,196.0,648.0,0.00510204081632653,3.306122448979592
74,Healthcare Recruiter,KY,1,3958.0,193.0,481.0,0.0051813471502590676,2.4922279792746114,3,4426.75,263.0,644.0,0.005593676578132537,2.4578257013490177
75,Healthcare Recruiter,,2,4895.5,333.0,807.0,0.006006006006006006,2.4234234234234235,3,4426.75,263.0,644.0,0.005593676578132537,2.4578257013490177
76,Data Integration Engineer- REMOTE,,1,8000.0,217.0,630.0,0.004608294930875576,2.903225806451613,1,8000.0,217.0,630.0,0.004608294930875576,2.903225806451613
77,Chief Development Officer ,,1,24583.0,72.0,628.0,0.013888888888888888,8.722222222222221,1,24583.0,72.0,628.0,0.013888888888888888,8.722222222222221
78,Associate HR Business Partner - Health & Wellbeing,CA,2,8662.0,139.0,626.5,0.014388489208633094,4.5071942446043165,2,8662.0,139.0,626.5,0.014388489208633094,4.5071942446043165
79,"Senior Program Manager, E-Commerce",TX,1,8750.0,60.0,626.0,0.016666666666666666,10.433333333333334,1,8750.0,60.0,626.0,0.016666666666666666,10.433333333333334
80,Director of Marketing Operations,,1,15000.0,54.0,622.0,0.018518518518518517,11.518518518518519,1,15000.0,54.0,622.0,0.018518518518518517,11.518518518518519
81,Senior Account Executive - CI/CD / Dev Tooling Start-Up,,1,10000.0,134.0,620.0,0.007462686567164179,4.626865671641791,1,10000.0,134.0,620.0,0.007462686567164179,4.626865671641791
82,Angular Software Engineer,,1,11200.0,293.0,620.0,0.0034129692832764505,2.1160409556313993,1,11200.0,293.0,620.0,0.0034129692832764505,2.1160409556313993
83,Planning Project manager - OKR,,1,12500.0,245.0,616.0,0.004081632653061225,2.5142857142857142,1,12500.0,245.0,616.0,0.004081632653061225,2.5142857142857142
84,Talent Operations Specialist,,1,4375.0,140.0,608.0,0.007142857142857143,4.3428571428571425,1,4375.0,140.0,608.0,0.007142857142857143,4.3428571428571425
85,Full Stack Engineer,,1,10316.0,397.0,1015.0,0.0025188916876574307,2.556675062972292,2,8908.0,238.5,591.0,0.007509445843828715,2.322087531486146
86,Full Stack Engineer,TX,1,7500.0,80.0,167.0,0.0125,2.0875,2,8908.0,238.5,591.0,0.007509445843828715,2.322087531486146
87,Surgery Scheduler,,1,3840.0,136.0,586.0,0.007352941176470588,4.3088235294117645,1,3840.0,136.0,586.0,0.007352941176470588,4.3088235294117645
88,Geographic Information System Specialist,,1,6875.0,148.0,586.0,0.006756756756756757,3.9594594594594597,1,6875.0,148.0,586.0,0.006756756756756757,3.9594594594594597
89,Technical Writer,,1,7520.0,114.0,565.0,0.008771929824561403,4.956140350877193,1,7520.0,114.0,565.0,0.008771929824561403,4.956140350877193
90,IT Service Desk Supervisor,DC,1,9583.0,210.0,561.0,0.004761904761904762,2.6714285714285713,1,9583.0,210.0,561.0,0.004761904761904762,2.6714285714285713
91,Software Engineering Sr Manager/Director/Senior Director,CA,2,20575.0,135.0,560.0,0.014814814814814815,4.148148148148148,2,20575.0,135.0,560.0,0.014814814814814815,4.148148148148148
92,"Director/Senior Director/Executive Director, Medical Affairs - Cardiovascular",,1,19583.0,42.0,556.0,0.023809523809523808,13.238095238095237,1,19583.0,42.0,556.0,0.023809523809523808,13.238095238095237
93,Researcher,,1,7381.0,81.0,556.0,0.012345679012345678,6.864197530864198,1,7381.0,81.0,556.0,0.012345679012345678,6.864197530864198
94,"Manager, DTC & Marketplaces ",,1,8333.0,94.0,551.0,0.010638297872340425,5.861702127659575,1,8333.0,94.0,551.0,0.010638297872340425,5.861702127659575
95,Experienced Associate - Private Capital Markets,NY,1,17083.0,43.0,548.0,0.023255813953488372,12.744186046511627,1,17083.0,43.0,548.0,0.023255813953488372,12.744186046511627
96,Project Manager Consultant – Corporate Finance PMO (REMOTE) ,,1,6.0,102.0,547.0,0.00980392156862745,5.362745098039215,1,6.0,102.0,547.0,0.00980392156862745,5.362745098039215
97,"Director, Compliance - External Regulatory Audit Management",,1,11962.0,62.0,541.0,0.016129032258064516,8.725806451612904,1,11962.0,62.0,541.0,0.016129032258064516,8.725806451612904
98, UX Designer-Remote,WA,1,5600.0,162.0,540.0,0.006172839506172839,3.3333333333333335,1,5600.0,162.0,540.0,0.006172839506172839,3.3333333333333335
99,Senior Growth Product Designer,,1,15166.0,142.0,534.0,0.007042253521126761,3.76056338028169,1,15166.0,142.0,534.0,0.007042253521126761,3.76056338028169
100,Partner Success Manager,,1,6250.0,105.0,532.0,0.009523809523809525,5.066666666666666,1,6250.0,105.0,532.0,0.009523809523809525,5.066666666666666
101,Machine Learning Engineer,,1,15625.0,147.0,532.0,0.006802721088435374,3.619047619047619,1,15625.0,147.0,532.0,0.006802721088435374,3.619047619047619
102,Inside Sales Representative - East Coast,,1,4583.0,238.0,532.0,0.004201680672268907,2.235294117647059,1,4583.0,238.0,532.0,0.004201680672268907,2.235294117647059
103,Report Writer,,1,4160.0,72.0,531.0,0.013888888888888888,7.375,1,4160.0,72.0,531.0,0.013888888888888888,7.375
104,Performance Marketing Manager,CA,1,9375.0,185.0,528.0,0.005405405405405406,2.854054054054054,1,9375.0,185.0,528.0,0.005405405405405406,2.854054054054054
105,"Sr Associate III, Device Quality",,1,10250.0,147.0,525.0,0.006802721088435374,3.5714285714285716,1,10250.0,147.0,525.0,0.006802721088435374,3.5714285714285716
106,Senior Policy Consultant,,1,7500.0,126.0,517.0,0.007936507936507936,4.103174603174603,1,7500.0,126.0,517.0,0.007936507936507936,4.103174603174603
107,Enterprise Project Manager,,1,11012.0,127.0,517.0,0.007874015748031496,4.070866141732283,1,11012.0,127.0,517.0,0.007874015748031496,4.070866141732283
108,Creative Director,CA,1,11875.0,155.0,516.0,0.0064516129032258064,3.329032258064516,1,11875.0,155.0,516.0,0.0064516129032258064,3.329032258064516
109,Lead Visual Designer,,1,11200.0,196.0,515.0,0.00510204081632653,2.627551020408163,1,11200.0,196.0,515.0,0.00510204081632653,2.627551020408163
110,Marketing Analyst,,1,5416.0,115.0,514.0,0.008695652173913044,4.469565217391304,1,5416.0,115.0,514.0,0.008695652173913044,4.469565217391304
111,Senior Data Scientist - Algorithms,WA,1,14250.0,117.0,514.0,0.008547008547008548,4.3931623931623935,1,14250.0,117.0,514.0,0.008547008547008548,4.3931623931623935
112,Data Analyst ,NY,1,11360.0,208.0,514.0,0.004807692307692308,2.4711538461538463,1,11360.0,208.0,514.0,0.004807692307692308,2.4711538461538463
113,Digital Marketing Manager,IL,1,9375.0,170.0,511.0,0.0058823529411764705,3.0058823529411764,1,9375.0,170.0,511.0,0.0058823529411764705,3.0058823529411764
114,Senior Quality Assurance Test Engineer,,1,8000.0,231.0,511.0,0.004329004329004329,2.212121212121212,1,8000.0,231.0,511.0,0.004329004329004329,2.212121212121212
115,Senior Director Web & SEO,,1,12083.0,106.0,510.0,0.009433962264150943,4.811320754716981,1,12083.0,106.0,510.0,0.009433962264150943,4.811320754716981
116,Enterprise Account Executive,,2,10416.0,195.0,509.5,0.010256410256410256,2.612820512820513,2,10416.0,195.0,509.5,0.010256410256410256,2.612820512820513
117,Power BI Developer,IL,1,8160.0,168.0,287.0,0.005952380952380952,1.7083333333333333,2,8640.0,186.5,508.0,0.005415214866434379,2.6322154471544716
118,Power BI Developer,,1,9120.0,205.0,729.0,0.004878048780487805,3.55609756097561,2,8640.0,186.5,508.0,0.005415214866434379,2.6322154471544716
119,Software Engineer - Database Engineering (San Mateo),CA,1,15354.0,145.0,507.0,0.006896551724137931,3.496551724137931,1,15354.0,145.0,507.0,0.006896551724137931,3.496551724137931
120,Real Estate Transactions Analyst,NY,1,8125.0,219.0,496.0,0.0045662100456621,2.2648401826484017,1,8125.0,219.0,496.0,0.0045662100456621,2.2648401826484017
121,QA Manager - Remote,TX,1,11545.0,140.0,495.0,0.007142857142857143,3.5357142857142856,1,11545.0,140.0,495.0,0.007142857142857143,3.5357142857142856
122,Marketing Project Manager,,1,4583.0,69.0,492.0,0.014492753623188406,7.130434782608695,1,4583.0,69.0,492.0,0.014492753623188406,7.130434782608695
123,Creative Director/Copywriter,,1,12083.0,31.0,490.0,0.03225806451612903,15.806451612903226,1,12083.0,31.0,490.0,0.03225806451612903,15.806451612903226
124,Senior Internal Communications Manager,MA,1,11625.0,101.0,489.0,0.009900990099009901,4.841584158415841,1,11625.0,101.0,489.0,0.009900990099009901,4.841584158415841
125,Senior Retail Director (California),CA,1,17266.0,82.0,488.0,0.012195121951219513,5.951219512195122,1,17266.0,82.0,488.0,0.012195121951219513,5.951219512195122
126,"Enterprise, Strategic Customer Success Manager",,1,12500.0,97.0,488.0,0.010309278350515464,5.030927835051546,1,12500.0,97.0,488.0,0.010309278350515464,5.030927835051546
127,Digital Project Manager,OH,1,8125.0,179.0,487.0,0.00558659217877095,2.7206703910614527,1,8125.0,179.0,487.0,0.00558659217877095,2.7206703910614527
128,Production Artist,CA,1,5120.0,22.0,151.0,0.045454545454545456,6.863636363636363,3,7626.666666666667,102.66666666666667,484.3333333333333,0.02526753099758193,5.738855018778618
129,Production Artist,WA,1,8960.0,38.0,229.0,0.02631578947368421,6.026315789473684,3,7626.666666666667,102.66666666666667,484.3333333333333,0.02526753099758193,5.738855018778618
130,Production Artist,,1,8800.0,248.0,1073.0,0.004032258064516129,4.326612903225806,3,7626.666666666667,102.66666666666667,484.3333333333333,0.02526753099758193,5.738855018778618
131,Senior Technical Writer,,1,6125.0,70.0,484.0,0.014285714285714285,6.914285714285715,1,6125.0,70.0,484.0,0.014285714285714285,6.914285714285715
132,Graphic Designer (Remote),CA,1,5440.0,134.0,480.0,0.007462686567164179,3.582089552238806,1,5440.0,134.0,480.0,0.007462686567164179,3.582089552238806
133,Chief Strategy & Innovation Officer,,1,14375.0,50.0,479.0,0.02,9.58,1,14375.0,50.0,479.0,0.02,9.58
134,"Manager - Communications, MSNBC",NY,1,8125.0,98.0,479.0,0.01020408163265306,4.887755102040816,1,8125.0,98.0,479.0,0.01020408163265306,4.887755102040816
135,General Ledger Accounting Manager,,1,8750.0,116.0,479.0,0.008620689655172414,4.129310344827586,1,8750.0,116.0,479.0,0.008620689655172414,4.129310344827586
136,Associate Director Clinical Operations,,1,16666.0,56.0,478.0,0.017857142857142856,8.535714285714286,1,16666.0,56.0,478.0,0.017857142857142856,8.535714285714286
137,"Senior Visual Designer, Pixel",CA,1,14458.0,65.0,476.0,0.015384615384615385,7.323076923076923,1,14458.0,65.0,476.0,0.015384615384615385,7.323076923076923
138,Business Analytics Consultant- Revenue Cycle,,1,7916.0,99.0,476.0,0.010101010101010102,4.808080808080808,1,7916.0,99.0,476.0,0.010101010101010102,4.808080808080808
139,Machine Learning Engineer - Notifications,CA,1,18666.0,172.0,476.0,0.005813953488372093,2.7674418604651163,1,18666.0,172.0,476.0,0.005813953488372093,2.7674418604651163
140,"MBA Fall Intern, Insights",,1,4000.0,83.0,473.0,0.012048192771084338,5.698795180722891,1,4000.0,83.0,473.0,0.012048192771084338,5.698795180722891
141,"Senior Manager, Product Management - Immersive Experience ",,1,16666.0,122.0,472.0,0.00819672131147541,3.8688524590163933,1,16666.0,122.0,472.0,0.00819672131147541,3.8688524590163933
142,Frontend Web Developer (Machine Learning),,1,12640.0,223.0,472.0,0.004484304932735426,2.116591928251121,1,12640.0,223.0,472.0,0.004484304932735426,2.116591928251121
143,Compliance & Operational Services Consultant-75012,,1,10240.0,94.0,469.0,0.010638297872340425,4.98936170212766,1,10240.0,94.0,469.0,0.010638297872340425,4.98936170212766
144,Assistant General Counsel,NY,1,18541.0,38.0,467.0,0.02631578947368421,12.289473684210526,1,18541.0,38.0,467.0,0.02631578947368421,12.289473684210526
145,Marketing Specialist - Paid Search - SEM/SEO,,1,7291.0,108.0,467.0,0.009259259259259259,4.324074074074074,1,7291.0,108.0,467.0,0.009259259259259259,4.324074074074074
146,Travel Logistics Coordinator (PRN),,1,3680.0,105.0,464.0,0.009523809523809525,4.419047619047619,1,3680.0,105.0,464.0,0.009523809523809525,4.419047619047619
147,"Manager, Data and Reporting",,1,9.0,43.0,458.0,0.023255813953488372,10.651162790697674,1,9.0,43.0,458.0,0.023255813953488372,10.651162790697674
148,Scheduler,,1,11041.0,93.0,457.0,0.010752688172043012,4.913978494623656,1,11041.0,93.0,457.0,0.010752688172043012,4.913978494623656
149,Information Technology Support Engineer,PA,1,5833.0,150.0,455.0,0.006666666666666667,3.033333333333333,1,5833.0,150.0,455.0,0.006666666666666667,3.033333333333333
150,Instructional Designer,,1,8480.0,297.0,822.0,0.003367003367003367,2.7676767676767677,2,6640.0,163.0,455.0,0.01892488099384651,2.9010797631487284
151,Instructional Designer,AZ,1,4800.0,29.0,88.0,0.034482758620689655,3.0344827586206895,2,6640.0,163.0,455.0,0.01892488099384651,2.9010797631487284
152,PHP/Vue.js Developers – Remote; W2 Contract!,,1,8480.0,125.0,454.0,0.008,3.632,1,8480.0,125.0,454.0,0.008,3.632
153,"Producer, TODAY Show (3rd Hour)",NY,1,9791.0,59.0,451.0,0.01694915254237288,7.6440677966101696,1,9791.0,59.0,451.0,0.01694915254237288,7.6440677966101696
154,Full Stack .NET Developer ,WI,1,9120.0,199.0,451.0,0.005025125628140704,2.2663316582914574,1,9120.0,199.0,451.0,0.005025125628140704,2.2663316582914574
155,"Full Stack .NET Developer - Evanston, IL (Hybrid)",IL,1,8000.0,161.0,449.0,0.006211180124223602,2.7888198757763973,1,8000.0,161.0,449.0,0.006211180124223602,2.7888198757763973
156,"REMOTE - Director, Compliance - External Regulatory Audit Management - R6532",,1,11962.0,53.0,448.0,0.018867924528301886,8.452830188679245,1,11962.0,53.0,448.0,0.018867924528301886,8.452830188679245
157,Operations Clerk,,1,3520.0,60.0,441.0,0.016666666666666666,7.35,1,3520.0,60.0,441.0,0.016666666666666666,7.35
158,Technical Designer,NY,1,6250.0,79.0,440.0,0.012658227848101266,5.569620253164557,1,6250.0,79.0,440.0,0.012658227848101266,5.569620253164557
159,Digital Writer,NY,1,5208.0,139.0,434.0,0.007194244604316547,3.1223021582733814,1,5208.0,139.0,434.0,0.007194244604316547,3.1223021582733814
160,Implementation Analyst,,1,5440.0,76.0,424.0,0.013157894736842105,5.578947368421052,1,5440.0,76.0,424.0,0.013157894736842105,5.578947368421052
161,Supplier Stabilization Specialist,,1,8920.0,55.0,419.0,0.01818181818181818,7.618181818181818,1,8920.0,55.0,419.0,0.01818181818181818,7.618181818181818
162,Head of Corporate Development & Partnerships,NY,1,33333.0,56.0,418.0,0.017857142857142856,7.464285714285714,1,33333.0,56.0,418.0,0.017857142857142856,7.464285714285714
163,"Director, Player Relations (Compliance)",NY,1,10833.0,47.0,413.0,0.02127659574468085,8.787234042553191,1,10833.0,47.0,413.0,0.02127659574468085,8.787234042553191
164,Provider Relations Specialist,,1,4320.0,78.0,413.0,0.01282051282051282,5.294871794871795,1,4320.0,78.0,413.0,0.01282051282051282,5.294871794871795
165,Special Situations Analyst,NJ,1,20833.0,18.0,412.0,0.05555555555555555,22.88888888888889,1,20833.0,18.0,412.0,0.05555555555555555,22.88888888888889
166,Social Media Manager,FL,1,4375.0,19.0,51.0,0.05263157894736842,2.6842105263157894,2,5625.0,175.0,411.0,0.0278263634918111,2.5067578311337257
167,Social Media Manager,,1,6875.0,331.0,771.0,0.0030211480362537764,2.3293051359516617,2,5625.0,175.0,411.0,0.0278263634918111,2.5067578311337257
